depart,destination,durée
PENVÉNAN,TRÉGASTEL,1789.8
SAINT-MICHEL-EN-GRÈVE,TRÉLÉVERN,1789.8
GUERLÉDAN,LESCOUËT-GOUAREC,1789.7
QUÉBRIAC,PLERGUER,1789.7
GUIMILIAU,BERRIEN,1789.7
SAINT-PÔTAN,BOBITAL,1789.7
LA MALHOURE,MÉGRIT,1789.6
POMMERET,BINIC-ÉTABLES-SUR-MER,1789.6
CHÂTEAUBOURG,MÉZIÈRES-SUR-COUESNON,1789.6
LE CONQUET,BOHARS,1789.6
VITRÉ,ACIGNÉ,1789.6
TRÉMEL,TRÉGROM,1789.6
SAINT-MALON-SUR-MEL,BRIGNAC,1789.6
BOBITAL,PLEUGUENEUC,1789.5
THORIGNÉ-FOUILLARD,ORGÈRES,1789.5
HENVIC,LOC-EGUINER,1789.5
LA FORÊT-FOUESNANT,MELLAC,1789.5
LANDUNVEZ,GOUESNOU,1789.4
FORGES-LA-FORÊT,LE SEL-DE-BRETAGNE,1789.4
LOC-EGUINER,LA FEUILLÉE,1789.4
PLÉVEN,DINAN,1789.4
GUIMILIAU,SAINT-MÉEN,1789.4
TRÉBRY,LAMBALLE-ARMOR,1789.3
LE FERRÉ,BEAUCÉ,1789.3
SAINT-GILDAS,PLÉDRAN,1789.3
MUEL,BROONS,1789.3
BRÉAL-SOUS-MONTFORT,ROMILLÉ,1789.3
MOLAC,MONTERBLANC,1789.3
QUISTINIC,GUÉMENÉ-SUR-SCORFF,1789.3
TRÉOGAT,LE JUCH,1789.3
LOCMIQUÉLIC,CALAN,1789.3
IFFENDIC,PACÉ,1789.3
LANMODEZ,SAINT-CLET,1789.3
PLESTAN,HÉNON,1789.3
LOGONNA-DAOULAS,LA ROCHE-MAURICE,1789.2
BALAZÉ,BRÉCÉ,1789.2
SÉVIGNAC,VILDÉ-GUINGALAN,1789.2
PLÉVEN,COËTMIEUX,1789.1
LA MÉAUGON,SAINT-CARREUC,1789.1
SAINT-SENOUX,BOVEL,1789
SAINT-SAUVEUR,LOCQUÉNOLÉ,1789
SAINT-GOAZEC,PLEYBEN,1789
HÔPITAL-CAMFROUT,DINÉAULT,1789
DINGÉ,CHEVAIGNÉ,1789
SAINT-GEORGES-DE-REINTEMBAULT,ROMAGNÉ,1789
BROONS,VILDÉ-GUINGALAN,1789
MONTAUTOUR,ROMAGNÉ,1788.9
MEUCON,LAUZACH,1788.9
BOTMEUR,LE CLOÎTRE-PLEYBEN,1788.8
GUILLIERS,GUÉGON,1788.8
SAINTE-BRIGITTE,PLUSSULIEN,1788.8
GUIPEL,CLAYES,1788.7
BINIC-ÉTABLES-SUR-MER,HILLION,1788.7
SIBIRIL,GUICLAN,1788.7
PLUC-L'HERMITAGE,HÉMONSTOIR,1788.7
BEAUSSAIS-SUR-MER,SAINT-HÉLEN,1788.7
MESLAN,MELLAC,1788.7
CAMLEZ,PLUZUNET,1788.7
BÉGARD,PLOUMILLIAU,1788.6
LANGOAT,TRÉVÉREC,1788.6
LANGUEUX,BRINGOLO,1788.6
COATASCORN,LÉZARDRIEUX,1788.6
HANVEC,LA FOREST-LANDERNEAU,1788.6
CHÂTEAULIN,LANDELEAU,1788.6
LANARVILY,CLÉDER,1788.5
SAINT-JOUAN-DES-GUÉRETS,LE HINGLÉ,1788.5
LA COUYÈRE,EANCÉ,1788.5
SANTEC,GUICLAN,1788.5
HÉNANBIHEN,SAINT-MÉLOIR-DES-BOIS,1788.4
BUBRY,ARZANO,1788.4
SAINT-PERN,PLUMAUDAN,1788.4
SAINT-THOIS,QUIMPER,1788.4
SAINT-COULOMB,PLOUËR-SUR-RANCE,1788.4
PLOGONNEC,GOUÉZEC,1788.4
GOSNÉ,MONTREUIL-LE-GAST,1788.4
CLOHARS-CARNOËT,BANNALEC,1788.4
LA CHAPELLE-AUX-FILTZMÉENS,PLOUASNE,1788.4
LOCRONAN,ARGOL,1788.3
POULDREUZIC,POULLAN-SUR-MER,1788.3
PLOURIN-LÈS-MORLAIX,PLOUVORN,1788.3
GOUAREC,PLOURAY,1788.2
MONTERFIL,SAINT-GILLES,1788.2
GUILLIGOMARC'H,LIGNOL,1788.2
LE DRENNEC,GUILERS,1788.2
SAINT-DENOUAL,LANGUEUX,1788.1
MONTAUBAN-DE-BRETAGNE,LE VERGER,1788.1
LOUTEHEL,LE VERGER,1788.1
GUÉMENÉ-SUR-SCORFF,SAINTE-BRIGITTE,1788.1
CRUGUEL,SAINT-MALO-DES-TROIS-FONTAINES,1788.1
LA NOUAYE,TRÉFUMEL,1788.1
NÉANT-SUR-YVEL,LA CROIX-HELLÉAN,1788
TRÉGARANTEC,CLÉDER,1788
GURUNHUEL,CAVAN,1788
AMBON,PLOUGOUMELEN,1787.9
BOBITAL,SAINT-DOMINEUC,1787.9
PLERGUER,CUGUEN,1787.9
BOISGERVILLY,MAURON,1787.9
ÉVRAN,LANGUÉDIAS,1787.9
QUESTEMBERT,SURZUR,1787.9
LA GRÉE-SAINT-LAURENT,CRÉDIN,1787.9
PAIMPOL,TRÉVENEUC,1787.9
LA MALHOURE,LANGUÉDIAS,1787.8
BRUZ,PLÉCHÂTEL,1787.8
CAULNES,LANVALLAY,1787.8
TRÉBABU,COAT-MÉAL,1787.8
SÉNÉ,BILLIERS,1787.8
TRÉFLEZ,PLOUVIEN,1787.8
MONTERBLANC,LAUZACH,1787.8
LOCQUELTAS,CRACH,1787.8
SAINT-NOLFF,BONO,1787.8
LE LESLAY,TRÉGUIDEL,1787.8
LOC-BRÉVALAIRE,GUILERS,1787.7
GUICLAN,LE TRÉHOU,1787.7
SAINT-RÉMY-DU-PLAIN,MELESSE,1787.7
PLUDUNO,PLEURTUIT,1787.7
LANRIGAN,PLERGUER,1787.7
SAINT-CARADEC,SAINT-MARTIN-DES-PRÉS,1787.7
GAUSSON,HÉMONSTOIR,1787.7
PLOUGAR,LA FOREST-LANDERNEAU,1787.7
LA NOË-BLANCHE,SAINT-JUST,1787.6
MOUSSÉ,ARGENTRÉ-DU-PLESSIS,1787.6
TRÉVENEUC,PONTRIEUX,1787.6
DAOULAS,LOC-EGUINER,1787.6
TRÉMAOUÉZAN,TRÉFLAOUÉNAN,1787.6
PLÉRIN,SAINT-ALBAN,1787.5
BANNALEC,TRÉGOUREZ,1787.5
LANDRÉVARZEC,PLEUVEN,1787.5
ESSÉ,DOMALAIN,1787.5
LE CAMBOUT,SAINT-SERVANT,1787.5
SAINT-QUAY-PORTRIEUX,SAINT-CLET,1787.5
MOUAZÉ,LIVRÉ-SUR-CHANGEON,1787.5
KERMOROC'H,LANRODEC,1787.4
QUEMPER-GUÉZENNEC,BERHET,1787.4
TALENSAC,LA CHAPELLE-BOUËXIC,1787.4
SÉRENT,BULÉON,1787.4
BOURSEUL,LA MALHOURE,1787.4
PLOUNÉOUR-MÉNEZ,HANVEC,1787.4
TRESBUF,NOYAL-SUR-VILAINE,1787.3
SERVON-SUR-VILAINE,BOISTRUDAN,1787.3
QUISTINIC,MALGUÉNAC,1787.3
RÉGUINY,LOUDÉAC,1787.3
RIANTEC,PLUVIGNER,1787.2
SARZEAU,LAUZACH,1787.2
PLOËZAL,LANLOUP,1787.2
BOISGERVILLY,ILLIFAUT,1787.2
DINÉAULT,HÔPITAL-CAMFROUT,1787.2
CONCORET,LA GRÉE-SAINT-LAURENT,1787.1
PLABENNEC,PLOUDIRY,1787.1
ESSÉ,DOMLOUP,1787.1
CADEN,ELVEN,1787.1
PIRÉ-CHANCÉ,MONTREUIL-SOUS-PÉROUSE,1787
SAINT-NICOLAS-DU-TERTRE,SAINT-JUST,1787
TRÉLIVAN,MESNIL-ROC'H,1786.9
SIZUN,LOPERHET,1786.9
PLOZÉVET,LOCRONAN,1786.9
MONTHAULT,LAIGNELET,1786.8
PLOURIVO,PLOUGRESCANT,1786.8
MERNEL,BOURG-DES-COMPTES,1786.7
SAINT-MARTIN-SUR-OUST,SAINT-JACUT-LES-PINS,1786.7
LOCQUÉNOLÉ,SAINT-JEAN-DU-DOIGT,1786.7
LE TRONCHET,LES CHAMPS-GÉRAUX,1786.7
TEILLAY,GUIPRY-MESSAC,1786.6
LANLOUP,SAINT-JEAN-KERDANIEL,1786.6
PLUSSULIEN,SAINT-CARADEC,1786.6
CAMPÉNÉAC,SAINT-MALO-DES-TROIS-FONTAINES,1786.6
PONTIVY,BRÉHAN,1786.6
TRÉGROM,TRÉGONNEAU,1786.6
HÉNON,PLÉRIN,1786.6
TRÉGOUREZ,BANNALEC,1786.6
LAILLÉ,NOUVOITOU,1786.5
LENNON,SAINT-NIC,1786.5
VILLAMÉE,LE LOROUX,1786.5
RETIERS,PANCÉ,1786.5
LOCQUÉNOLÉ,PLOUGONVEN,1786.5
TRÉVÉ,LAURENAN,1786.5
SAINT-JUST,SAINT-NICOLAS-DU-TERTRE,1786.5
LES FOUGERÊTS,MOLAC,1786.5
SAINT-FRÉGANT,BODILIS,1786.5
SAINT-JACUT-DE-LA-MER,BOURSEUL,1786.4
KERVIGNAC,SAINTE-ANNE-D'AURAY,1786.4
PLAUDREN,SAINTE-ANNE-D'AURAY,1786.3
MERDRIGNAC,SAINT-BARNABÉ,1786.3
MAËL-CARHAIX,MELLIONNEC,1786.3
SAINT-BROLADRE,CUGUEN,1786.3
PLOUNÉVEZ-LOCHRIST,SAINT-THONAN,1786.2
RADENAC,SAINT-BARTHÉLEMY,1786.2
LANNEUFFRET,LOGONNA-DAOULAS,1786.2
ERCÉ-PRÈS-LIFFRÉ,RENNES,1786.2
SAINT-NOLFF,ROCHEFORT-EN-TERRE,1786.2
PAIMPONT,MONTFORT-SUR-MEU,1786.2
SAINT-SAUVEUR,PLOUÉNAN,1786.1
GOVEN,LA NOUAYE,1786.1
THOURIE,ORGÈRES,1786.1
BULÉON,SÉRENT,1786.1
GESTEL,PLOUAY,1786.1
PLONÉOUR-LANVERN,PONT-CROIX,1786.1
MALANSAC,SAINT-ABRAHAM,1786.1
PLOUGOURVEST,PENCRAN,1786.1
GRAND-CHAMP,GUÉHENNO,1786.1
LANDRÉVARZEC,GOUESNACH,1786.1
CRACH,LOCQUELTAS,1786.1
LANMODEZ,ÎLE-DE-BRÉHAT,1786.1
TRÉDUDER,TRÉBEURDEN,1786
GLOMEL,PLOUNÉVÉZEL,1786
TRÉGUIDEL,KERMOROC'H,1786
SENS-DE-BRETAGNE,VIGNOC,1786
LAMPAUL-PLOUDALMÉZEAU,PLOUMOGUER,1786
CHAMPEAUX,MOUTIERS,1785.9
LANDUNVEZ,TRÉBABU,1785.9
PLOGASTEL-SAINT-GERMAIN,LOCTUDY,1785.9
MOUAZÉ,DINGÉ,1785.9
SULNIAC,ARZAL,1785.8
PLOUDANIEL,BOURG-BLANC,1785.8
MONTERFIL,SAINT-ONEN-LA-CHAPELLE,1785.8
CONCARNEAU,PLOMELIN,1785.8
PLEUBIAN,PENVÉNAN,1785.7
TRÉMEL,LANNION,1785.7
SAINT-GEORGES-DE-REINTEMBAULT,LAIGNELET,1785.7
SAINT-MAYEUX,COHINIAC,1785.7
TOURCH,TRÉGUNC,1785.6
PLÉCHÂTEL,BRUZ,1785.6
GÂVRES,LANDÉVANT,1785.6
PONT-CROIX,PLONÉOUR-LANVERN,1785.6
LA DOMINELAIS,LAILLÉ,1785.6
PARTHENAY-DE-BRETAGNE,SAINT-THUAL,1785.6
TRÉVENEUC,LANGUEUX,1785.6
COËSMES,CREVIN,1785.6
GUILERS,DIRINON,1785.5
GUIDEL,PONT-AVEN,1785.5
TRÉFLAOUÉNAN,TRÉMAOUÉZAN,1785.5
HANVEC,PLOUNÉOUR-MÉNEZ,1785.5
PLUMÉLIAU-BIEUZY,LOCMALO,1785.5
SAINT-GERMAIN-SUR-ILLE,SAINT-GILLES,1785.4
LA TRINITÉ-SURZUR,BONO,1785.4
TAULÉ,SAINT-VOUGAY,1785.4
SAINT-SERVANT,AUGAN,1785.4
SAINT-BRIEUC,PLUC-L'HERMITAGE,1785.4
PANCÉ,PIPRIAC,1785.3
SAINT-BARNABÉ,MERDRIGNAC,1785.3
YVIAS,COATASCORN,1785.3
BRÉAL-SOUS-MONTFORT,SAINT-MAUGAN,1785.3
GUILERS,TRÉMAOUÉZAN,1785.2
SAINT-BARTHÉLEMY,NEULLIAC,1785.2
LOYAT,GOMENÉ,1785.2
ARRADON,PLUVIGNER,1785.1
LENNON,SAINT-ELOY,1785.1
PLOGASTEL-SAINT-GERMAIN,PLONÉVEZ-PORZAY,1785.1
SAINT-BRIEUC,LE LESLAY,1785.1
KERFOURN,LOUDÉAC,1785
LANFAINS,PLÉMY,1785
GOMENÉ,LOYAT,1785
MESNIL-ROC'H,TRÉLIVAN,1785
ORGÈRES,ACIGNÉ,1785
PLOURAC'H,BERRIEN,1785
GUIPAVAS,TRÉGLONOU,1784.9
BÉGARD,CAMLEZ,1784.9
MINIHY-TRÉGUIER,PLOUMILLIAU,1784.9
BRIGNAC,SAINT-MALON-SUR-MEL,1784.9
DINGÉ,MOUAZÉ,1784.9
LE VERGER,LA CHAPELLE DU LOU DU LAC,1784.8
SAINT-GUYOMARD,LIMERZEL,1784.8
MONTREUIL-SOUS-PÉROUSE,AVAILLES-SUR-SEICHE,1784.8
CHÂTEAUNEUF-DU-FAOU,POULLAOUEN,1784.8
GUENGAT,SAINT-NIC,1784.8
PLAUDREN,LE HÉZO,1784.7
LILLEMER,LES CHAMPS-GÉRAUX,1784.7
ROUDOUALLEC,PAULE,1784.7
LE VIEUX-BOURG,TRÉGUEUX,1784.7
VIGNOC,SENS-DE-BRETAGNE,1784.7
MEILLAC,LA VICOMTÉ-SUR-RANCE,1784.7
PEILLAC,THÉHILLAC,1784.7
DOL-DE-BRETAGNE,MEILLAC,1784.6
MAGOAR,SAINT-FIACRE,1784.6
LANGOAT,LE VIEUX-MARCHÉ,1784.6
BRECH,LORIENT,1784.6
SAINT-MAUDAN,SAINT-ALLOUESTRE,1784.6
MESPAUL,LESNEVEN,1784.6
TRÉGROM,TRÉMEL,1784.6
LOC-EGUINER,TRÉGARANTEC,1784.6
ÎLE-DE-BRÉHAT,TRESSIGNAUX,1784.6
BOVEL,TALENSAC,1784.6
SAINT-CHRISTOPHE-DE-VALAINS,MECÉ,1784.6
KERLAZ,PLOMELIN,1784.5
GUÉNIN,SAINT-GÉRAND-CROIXANVEC,1784.5
TRÉGROM,PLOUMILLIAU,1784.5
LANDRÉVARZEC,TOURCH,1784.5
PLAINE-HAUTE,BRINGOLO,1784.5
LESNEVEN,MESPAUL,1784.4
LANGUEUX,PLÉGUIEN,1784.4
LA ROCHE-JAUDY,PLOUBEZRE,1784.4
GÉVEZÉ,CINTRÉ,1784.4
PLOUZÉLAMBRE,PLEUMEUR-BODOU,1784.4
TRÉLÉVERN,SAINT-MICHEL-EN-GRÈVE,1784.3
TRIMER,LE HINGLÉ,1784.3
GOUÉZEC,SPÉZET,1784.3
SAINT-BARTHÉLEMY,KERVIGNAC,1784.3
PAIMPONT,QUÉDILLAC,1784.3
THORIGNÉ-FOUILLARD,PIRÉ-CHANCÉ,1784.2
GLOMEL,SAINT-NICOLAS-DU-PÉLEM,1784.1
PLUDUAL,TRÉDARZEC,1784.1
CESSON-SÉVIGNÉ,DOURDAIN,1784.1
SAINT-SERVANT,LE CAMBOUT,1784.1
PLOUNÉOUR-BRIGNOGAN-PLAGES,BODILIS,1784.1
SAINT-JEAN-TROLIMON,QUIMPER,1784.1
MOULINS,SAINT-GERMAIN-DU-PINEL,1784.1
L'HERMITAGE,ORGÈRES,1784.1
LE HAUT-CORLAY,PLOUVARA,1784.1
GUENGAT,BÉNODET,1784.1
TRÉMÉREUC,ÉVRAN,1784.1
PLOÉVEN,LANDÉVENNEC,1784
HILLION,SAINT-GLEN,1784
BRÉLIDY,SAINT-JEAN-KERDANIEL,1784
BELLE-ISLE-EN-TERRE,PRAT,1784
SAINT-CLET,LANMÉRIN,1784
LEUHAN,GUISCRIFF,1784
PLEUBIAN,LANMÉRIN,1783.9
PORT-LAUNAY,DOUARNENEZ,1783.9
SAINT-JEAN-SUR-VILAINE,MONTAUTOUR,1783.9
CAUDAN,GUILLIGOMARC'H,1783.9
LE CAMBOUT,TRÉVÉ,1783.9
LANRELAS,BRUSVILY,1783.9
BOURG-BLANC,LA FOREST-LANDERNEAU,1783.9
SAINT-BROLADRE,PLOUËR-SUR-RANCE,1783.9
BOHAL,SAINT-GORGON,1783.9
RENAC,SAINT-SENOUX,1783.8
PÉNESTIN,NOYAL-MUZILLAC,1783.8
SAINT-GERMAIN-DU-PINEL,MOULINS,1783.8
VAL D'OUST,PORCARO,1783.8
SAINTE-TRÉPHINE,KERPERT,1783.8
MERLEVENEZ,CAMORS,1783.7
AUCALEUC,PLOUASNE,1783.7
PLEUGUENEUC,PLOUASNE,1783.7
SAINT-AIGNAN,MALGUÉNAC,1783.7
PLUVIGNER,PLUMÉLIAU-BIEUZY,1783.7
DIRINON,SAINT-DERRIEN,1783.7
LOCQUELTAS,SURZUR,1783.7
PLEUMEUR-BODOU,PLOUZÉLAMBRE,1783.7
SAINT-NICOLAS-DU-PÉLEM,GLOMEL,1783.7
MAGOAR,PONT-MELVEZ,1783.6
LILLEMER,TRANS-LA-FORÊT,1783.6
PLOUFRAGAN,SAINT-TRIMOËL,1783.6
SAINT-PHILIBERT,PLESCOP,1783.6
SAINT-MAYEUX,SAINT-BRANDAN,1783.6
SAINT-NICODÈME,CARHAIX-PLOUGUER,1783.5
LOPÉREC,BRIEC,1783.5
ROUDOUALLEC,SAINT-HERNIN,1783.5
PLÉRIN,HÉNON,1783.5
LANDAVRAN,LUITRÉ-DOMPIERRE,1783.5
PORCARO,VAL D'OUST,1783.5
PLÉLAN-LE-PETIT,GUITTÉ,1783.5
GUITTÉ,BOISGERVILLY,1783.4
SAINT-JOUAN-DES-GUÉRETS,BAGUER-MORVAN,1783.4
RÉDENÉ,BERNÉ,1783.4
PLOUDALMÉZEAU,LANARVILY,1783.4
PLOUNÉOUR-MÉNEZ,PLOUDIRY,1783.4
PLOEMEUR,PORT-LOUIS,1783.3
ARZAL,VANNES,1783.3
TROGUÉRY,ÎLE-DE-BRÉHAT,1783.3
CRÉDIN,NEULLIAC,1783.3
ROZ-LANDRIEUX,LA CHAPELLE-AUX-FILTZMÉENS,1783.3
PLUHERLIN,PLOËRMEL,1783.3
NOYAL-PONTIVY,RADENAC,1783.2
LA FOREST-LANDERNEAU,GOULVEN,1783.2
PLOUESCAT,GUISSÉNY,1783.2
PLÉDÉLIAC,PLÉLAN-LE-PETIT,1783.2
LANNEUFFRET,HÔPITAL-CAMFROUT,1783.2
DINÉAULT,DOUARNENEZ,1783.2
LA FEUILLÉE,LOC-EGUINER,1783.2
HENVIC,PLOUGAR,1783.2
GOSNÉ,MARCILLÉ-RAOUL,1783.2
THOURIE,VISSEICHE,1783.1
SAINT-PHILIBERT,NOSTANG,1783.1
TRÉBABU,LANDUNVEZ,1783.1
SAINT-GERMAIN-DU-PINEL,SAINT-JEAN-SUR-VILAINE,1783.1
MARCILLÉ-ROBERT,EANCÉ,1783.1
BRUC-SUR-AFF,SAINT-MALO-DE-PHILY,1783
PLUZUNET,CAMLEZ,1783
LOTHEY,PLOÉVEN,1783
SAINT-PÔTAN,VILDÉ-GUINGALAN,1783
SAINTE-COLOMBE,SAINT-ERBLON,1782.9
SAINT-ONEN-LA-CHAPELLE,CLAYES,1782.9
LORIENT,ÉTEL,1782.9
POMMERET,SAINT-CARREUC,1782.9
BRÉHAN,SAINT-SERVANT,1782.9
PLOUHA,PLOUMAGOAR,1782.9
RÉGUINY,MOUSTOIR-AC,1782.9
CHÂTEAUBOURG,ERBRÉE,1782.8
PLÉMY,COËTMIEUX,1782.8
GUILLAC,MORÉAC,1782.8
SAINT-GONLAY,TRÉMOREL,1782.8
PLOUVORN,COMMANA,1782.8
SAINTE-TRÉPHINE,MAGOAR,1782.8
PLEUBIAN,BERHET,1782.7
LE MOUSTOIR,KERGRIST-MOËLOU,1782.7
COMBLESSAC,PAIMPONT,1782.7
MELLAC,MESLAN,1782.7
PLEUGRIFFET,COLPO,1782.7
PLEUMEUR-BODOU,MINIHY-TRÉGUIER,1782.7
DOMALAIN,BRÉCÉ,1782.7
GUICLAN,SAINT-ELOY,1782.6
PLÉMY,LANFAINS,1782.6
AMANLIS,ERCÉ-EN-LAMÉE,1782.6
PLUMAUDAN,SAINT-PERN,1782.6
LA GRÉE-SAINT-LAURENT,AUGAN,1782.6
LIEURON,SAINTE-ANNE-SUR-VILAINE,1782.6
PLOUDIRY,PLOUNÉOUR-MÉNEZ,1782.5
AVAILLES-SUR-SEICHE,BALAZÉ,1782.5
SAINTE-BRIGITTE,GUÉMENÉ-SUR-SCORFF,1782.5
TRÉGUEUX,SAINT-TRIMOËL,1782.4
NOUVOITOU,LA BOSSE-DE-BRETAGNE,1782.4
SERVON-SUR-VILAINE,MOULINS,1782.4
SÉNÉ,MOLAC,1782.4
GÉVEZÉ,SAINT-UNIAC,1782.4
KERIEN,SAINT-CONNAN,1782.4
LANMÉRIN,TRÉGLAMUS,1782.3
ROUILLAC,MÉNÉAC,1782.3
LANDÉBIA,TRÉBÉDAN,1782.3
PLOUYÉ,SAINT-HERNIN,1782.3
CHANTELOUP,TEILLAY,1782.3
GOUDELIN,SAINT-DONAN,1782.2
MALGUÉNAC,SAINT-AIGNAN,1782.2
COMMANA,LANDERNEAU,1782.2
SAINT-NICOLAS-DU-PÉLEM,PLÉSIDY,1782.2
CHELUN,SAULNIÈRES,1782.1
LANGUIDIC,PLUNERET,1782.1
DUAULT,PLÉVIN,1782.1
CALLAC,COADOUT,1782.1
SAINT-ALBAN,SAINT-BRIEUC,1782.1
BADEN,LA TRINITÉ-SURZUR,1782.1
SAINT-JEAN-BRÉVELAY,BAUD,1782.1
SAINT-GUINOUX,TRANS-LA-FORÊT,1782.1
LA MALHOURE,LA BOUILLIE,1782
MAHALON,PLOGOFF,1782
LOUTEHEL,BRÉAL-SOUS-MONTFORT,1782
SAINT-RIVOAL,CHÂTEAULIN,1782
SAINT-IGEAUX,QUINTIN,1781.9
TRÉBRIVAN,KERGRIST-MOËLOU,1781.9
POULLAN-SUR-MER,POULDREUZIC,1781.9
SAINT-MARTIN-DES-PRÉS,SENVEN-LÉHART,1781.8
POULLAN-SUR-MER,GUENGAT,1781.8
SAINT-QUAY-PORTRIEUX,GUINGAMP,1781.8
AURAY,SAINT-NOLFF,1781.7
TRÉLÉVERN,KERBORS,1781.7
PLOUNÉVEZ-LOCHRIST,LAMPAUL-GUIMILIAU,1781.7
SENVEN-LÉHART,SAINT-MARTIN-DES-PRÉS,1781.7
LOUVIGNÉ-DE-BAIS,LA COUYÈRE,1781.7
KERGRIST-MOËLOU,LE MOUSTOIR,1781.7
LAIGNELET,MONTHAULT,1781.7
PLAINE-HAUTE,MERLÉAC,1781.7
PENGUILY,HÉNANSAL,1781.6
TRIMER,PLEUMELEUC,1781.6
ROUDOUALLEC,LENNON,1781.6
LANDUDEC,GOULIEN,1781.6
MONTFORT-SUR-MEU,BRUZ,1781.5
TRÉOGAN,LENNON,1781.5
TRÉGASTEL,PENVÉNAN,1781.5
RUCA,QUÉVERT,1781.5
CUGUEN,SAINT-BROLADRE,1781.4
SAINT-SULPICE-DES-LANDES,SAINTE-ANNE-SUR-VILAINE,1781.4
CAMORS,MERLEVENEZ,1781.4
CHÂTEAUNEUF-D'ILLE-ET-VILAINE,CRÉHEN,1781.4
SAINTE-COLOMBE,BAIN-DE-BRETAGNE,1781.3
TRÉFLAOUÉNAN,PLOUDANIEL,1781.3
BIGNAN,SAINT-AVÉ,1781.2
BERRIEN,GUIMILIAU,1781.2
ARZANO,BUBRY,1781.2
LA CHAPELLE-ERBRÉE,LOUVIGNÉ-DE-BAIS,1781.2
CAMPÉNÉAC,VAL D'ANAST,1781.2
PLUC-L'HERMITAGE,LANGUEUX,1781.2
TRÉGUEUX,LANTIC,1781.1
LOPÉREC,PLOUNÉOUR-MÉNEZ,1781.1
SAINT-THONAN,SAINT-VOUGAY,1781.1
SAINT-JACUT-LES-PINS,RENAC,1781.1
RADENAC,PLUMÉLIAU-BIEUZY,1781.1
SERVON-SUR-VILAINE,MÉZIÈRES-SUR-COUESNON,1781.1
VIGNOC,SAINT-JUDOCE,1781.1
PLOUGAR,KERNILIS,1781.1
LA VRAIE-CROIX,MISSIRIAC,1781
BOQUEHO,COADOUT,1781
COËTMIEUX,LE FIL,1781
CINTRÉ,MONTAUBAN-DE-BRETAGNE,1780.9
SAULNIÈRES,SAINT-JACQUES-DE-LA-LANDE,1780.8
PLEUMELEUC,TREFFENDEL,1780.8
BANNALEC,ARZANO,1780.8
PLOUNÉVEZ-QUINTIN,PLÉVIN,1780.8
SAINT-MALO,QUÉVERT,1780.8
LAMPAUL-GUIMILIAU,CLÉDER,1780.7
QUIMPER,SAINT-THOIS,1780.7
LE FAOU,TELGRUC-SUR-MER,1780.7
LANLEFF,LANMODEZ,1780.6
AUGAN,SÉRENT,1780.6
BÉNODET,PLOGASTEL-SAINT-GERMAIN,1780.6
MORLAIX,PLOUGAR,1780.6
TRÉGASTEL,TRÉGUIER,1780.6
LE HÉZO,PLAUDREN,1780.6
COADOUT,CALLAC,1780.5
LE CROUAIS,SAINT-JUVAT,1780.5
TRIMER,PARTHENAY-DE-BRETAGNE,1780.5
PLEUMELEUC,SAINT-PÉRAN,1780.5
LOCQUÉNOLÉ,LAMPAUL-GUIMILIAU,1780.5
TELGRUC-SUR-MER,LE FAOU,1780.5
LOHÉAC,SAINTE-ANNE-SUR-VILAINE,1780.4
QUERRIEN,MOËLAN-SUR-MER,1780.4
COATASCORN,PLOUBEZRE,1780.4
BOURGBARRÉ,THOURIE,1780.4
RIEUX,SAINT-JUST,1780.3
GUIMAËC,SAINT-THÉGONNEC LOC-EGUINER,1780.3
LA GRÉE-SAINT-LAURENT,PLÉMET,1780.3
TRÉAL,CAMPÉNÉAC,1780.3
SAINT-ANDRÉ-DES-EAUX,PLOUËR-SUR-RANCE,1780.3
PLOUÉNAN,SAINT-SAUVEUR,1780.3
SAINT-HÉLEN,LA RICHARDAIS,1780.2
LA BOSSE-DE-BRETAGNE,MARTIGNÉ-FERCHAUD,1780.2
PLUDUNO,LA RICHARDAIS,1780.2
SAINT-AUBIN-DU-CORMIER,COMBOURTILLÉ,1780.2
LARMOR-PLAGE,PORT-LOUIS,1780.2
PONT-SCORFF,RIEC-SUR-BÉLON,1780.2
BAIN-DE-BRETAGNE,BOURGBARRÉ,1780.1
BRIE,ACIGNÉ,1780.1
VAL D'ANAST,CAMPÉNÉAC,1780.1
COAT-MÉAL,GUISSÉNY,1780.1
SAINT-PABU,BOHARS,1780.1
SAINT-QUAY-PERROS,PLESTIN-LES-GRÈVES,1780
QUESTEMBERT,VAL D'OUST,1780
CRÉDIN,SAINT-JEAN-BRÉVELAY,1780
TRÉGARANTEC,LOC-EGUINER,1780
PLEYBER-CHRIST,SANTEC,1780
PONT-MELVEZ,POMMERIT-LE-VICOMTE,1780
LANGUÉDIAS,SAINT-LORMEL,1780
INGUINIEL,HENNEBONT,1780
FOUGÈRES,CHAUVIGNÉ,1780
SAINT-UNIAC,GUENROC,1780
PLOREC-SUR-ARGUENON,BRUSVILY,1780
SAINT-GONNERY,CAUREL,1780
MERLEVENEZ,QUIMPERLÉ,1779.9
SAINT-AVÉ,MOLAC,1779.9
LOCMINÉ,QUISTINIC,1779.8
SAINT-BARNABÉ,MERLÉAC,1779.8
COMBOURTILLÉ,SAINT-AUBIN-DU-CORMIER,1779.8
VAL-COUESNON,VILLAMÉE,1779.8
TEILLAY,CHANTELOUP,1779.8
DROUGES,SAULNIÈRES,1779.8
LE SAINT,ARZANO,1779.8
PLONÉIS,LANGOLEN,1779.7
